total_protein,total_keratine,hair_texture,vitamin,manganese,iron,calcium,body_water_content,stress_level,liver_data,hair_fall
349,486,55,90,483,444,485,64,64,471,5
444,303,88,200,372,80,84,85,52,172,2
413,223,43,41,483,258,64,52,44,334,1
21,407,87,279,429,64,109,33,59,187,1
489,236,85,406,388,120,328,29,19,441,1
165,169,54,125,454,367,75,71,36,261,5
66,79,9,152,200,232,472,79,29,148,2
417,272,99,61,417,164,204,54,10,290,2
103,200,12,361,28,460,404,10,69,375,5
203,58,56,355,367,476,365,96,73,118,0
67,35,4,119,132,482,293,54,80,84,5
1,138,94,455,151,179,148,15,76,329,0
311,226,39,97,446,208,118,91,52,493,3
454,122,62,167,185,150,305,19,43,326,5
328,5,33,172,97,203,399,56,92,309,0
441,84,43,238,440,184,237,71,75,388,5
12,457,51,303,124,269,357,39,76,300,0
418,176,36,199,254,469,336,21,48,118,0
105,295,99,495,412,472,229,67,84,393,5
119,200,7,404,234,273,409,0,28,188,1
45,439,79,433,69,0,261,38,90,336,2
84,166,2,357,371,462,373,7,92,355,4
194,396,65,255,442,161,259,25,90,5,5
441,213,73,99,109,281,476,44,63,113,5
226,467,95,375,408,255,64,52,18,194,4
245,415,52,398,361,441,411,37,78,404,4
367,69,24,74,319,162,80,17,87,134,0
345,326,66,275,260,119,192,7,97,266,2
106,254,95,74,284,375,463,38,45,118,5
307,53,44,79,398,132,457,10,23,322,3
323,214,32,448,495,336,170,65,85,425,1
239,401,47,107,498,392,240,74,12,408,5
463,167,91,229,356,129,337,33,83,6,3
272,90,38,252,29,7,144,88,93,390,1
174,88,68,184,72,11,203,14,66,326,3
101,213,28,496,348,158,90,2,69,328,0
347,470,26,316,68,178,193,25,40,481,4
384,379,32,236,74,314,25,77,14,289,3
242,204,65,166,78,247,366,90,32,333,5
472,448,18,68,107,420,73,14,15,24,0
407,51,94,137,275,26,79,16,3,275,0
243,204,29,246,343,272,286,32,1,231,1
471,282,83,110,313,462,277,83,61,75,0
65,114,20,478,297,444,38,36,44,183,1
30,194,31,240,48,212,389,72,91,50,0
30,217,69,197,286,453,471,10,64,274,0
435,39,79,139,148,240,33,98,1,486,4
22,143,76,68,322,12,427,30,96,195,4
266,212,46,139,162,136,181,37,14,496,3
177,237,57,44,477,452,464,99,41,408,5
328,287,9,187,260,447,200,56,13,167,0
452,159,72,236,222,396,25,11,2,208,3
133,446,67,165,231,365,287,23,49,169,2
153,395,80,286,112,353,225,28,12,403,2
354,36,42,163,383,427,87,2,48,456,3
116,247,79,319,256,297,313,68,81,188,5
10,69,70,459,334,215,118,4,32,168,5
370,351,30,221,104,238,240,50,54,499,0
432,427,75,171,303,7,277,49,2,475,2
62,96,52,150,370,261,285,10,44,413,0
56,42,84,330,264,223,112,56,11,341,4
42,341,73,45,228,359,440,36,4,172,2
55,317,79,396,153,289,48,12,84,233,3
481,390,93,272,468,289,373,45,90,471,5
311,64,50,21,17,186,496,16,94,466,3
8,281,14,410,342,323,209,78,51,351,1
225,68,49,159,330,214,336,63,85,164,4
381,90,97,30,238,406,25,98,70,244,2
158,168,70,314,99,221,130,0,84,480,1
10,428,1,228,261,320,43,60,58,446,2
453,163,32,264,62,236,41,47,22,73,5
225,310,47,432,415,70,333,77,86,168,5
160,236,36,30,126,198,252,65,39,445,5
289,317,97,346,5,153,36,76,39,270,1
491,275,49,328,190,74,175,2,82,314,0
343,331,65,145,57,108,170,94,8,307,3
364,275,23,315,158,191,72,84,54,160,2
4,262,6,487,31,440,468,43,97,2,4
388,160,3,30,71,400,384,85,39,94,0
482,323,22,434,151,7,163,34,39,270,4
148,464,10,78,49,408,454,83,50,168,5
11,116,39,426,17,135,411,72,90,22,5
39,473,45,166,118,155,282,60,48,267,0
78,301,42,376,225,369,248,47,15,391,0
479,359,37,103,350,67,390,33,70,369,4
316,303,34,245,493,65,497,58,92,376,5
457,484,95,97,266,118,452,72,0,131,1
78,491,41,142,210,427,374,32,0,253,4
262,124,59,90,97,126,429,26,50,68,2
425,453,50,282,210,154,232,35,74,302,5
196,351,43,153,111,213,92,56,1,99,5
264,300,94,269,414,495,3,5,89,90,2
253,190,66,430,135,70,258,59,52,80,1
153,299,84,295,361,422,494,76,84,402,1
293,438,49,405,195,459,423,12,32,361,0
393,48,20,134,470,316,272,4,67,38,0
458,106,95,284,289,84,72,64,51,106,2
388,307,77,451,246,359,371,58,84,257,4
381,238,31,280,2,250,484,17,75,354,0
167,120,75,412,466,95,71,25,5,469,1
120,352,90,417,332,230,345,12,41,99,0
4,173,79,408,374,470,481,57,50,315,1
17,283,61,66,431,360,288,86,83,104,0
310,17,31,194,37,453,12,12,61,159,0
74,444,54,488,92,244,318,61,11,293,1
463,115,62,437,283,306,165,52,47,55,5
9,90,61,31,459,68,297,65,69,264,3
244,11,97,439,411,159,191,70,67,263,0
7,420,95,458,286,148,152,99,26,196,2
404,352,66,174,287,210,155,21,51,148,2
104,481,6,175,434,339,2,53,55,383,1
3,150,17,316,67,233,277,74,95,411,4
138,299,36,395,330,305,211,86,43,270,0
238,263,74,226,114,85,2,89,48,242,1
408,162,78,381,47,300,141,15,36,471,3
204,493,38,416,171,94,421,98,95,2,3
174,102,64,126,131,375,486,1,33,76,4
141,309,28,266,300,452,396,25,72,5,3
286,360,22,154,206,287,363,44,60,41,1
326,393,93,375,110,165,19,84,12,171,3
58,444,39,285,290,55,218,76,0,468,4
98,438,54,387,159,153,51,23,35,350,1
310,119,30,68,200,6,401,24,93,488,1
126,482,90,186,360,389,279,6,98,327,3
128,279,59,243,70,76,163,32,48,276,2
425,289,91,225,439,438,75,65,35,457,2
382,138,81,265,390,370,99,58,97,416,2
302,275,7,92,77,175,19,33,63,244,3
413,37,23,294,257,234,317,23,16,463,4
452,455,18,340,255,343,389,3,91,290,4
63,86,21,452,127,368,36,14,31,396,1
347,160,74,392,91,325,405,51,63,244,4
485,392,53,405,399,121,487,5,69,199,2
11,173,39,326,195,0,286,35,36,378,2
448,90,89,285,328,404,276,2,73,387,5
65,216,70,129,138,156,159,14,97,66,4
65,431,44,334,262,452,224,76,53,11,1
116,157,14,413,259,1,480,43,67,29,2
270,113,88,132,189,406,329,63,5,165,1
396,288,39,309,396,228,402,53,65,454,3
475,72,48,113,444,488,11,14,81,376,3
420,84,41,207,228,141,336,29,92,315,1
486,284,16,55,385,199,379,29,46,22,4
439,442,55,466,328,255,249,54,18,221,0
151,60,38,228,397,97,310,53,8,118,0
236,41,10,208,357,284,465,65,97,221,5
452,111,87,279,401,42,180,21,80,446,1
268,199,76,425,469,87,87,33,51,118,5
160,190,67,78,492,73,256,98,41,408,2
150,466,21,230,65,15,82,6,2,381,5
325,115,37,45,446,17,277,56,46,136,5
359,254,34,114,340,349,60,56,4,437,5
238,120,52,425,126,477,147,2,40,16,2
130,444,78,1,216,177,64,15,76,193,5
348,74,51,79,355,462,125,9,18,229,4
359,159,27,243,1,157,40,58,40,366,0
189,297,81,134,162,304,426,76,71,158,5
465,366,1,203,476,64,92,59,21,166,2
173,8,59,292,72,104,147,25,73,6,2
309,398,74,400,59,157,399,8,67,122,2
350,48,26,370,362,450,447,41,20,422,2
302,261,69,440,156,30,137,38,10,420,0
296,479,56,184,438,185,294,48,97,420,3
425,108,36,299,260,32,368,7,46,285,1
275,137,89,357,115,432,339,80,96,250,3
459,137,97,119,72,264,207,6,55,482,5
32,61,74,31,380,427,473,92,95,457,3
217,233,83,276,257,319,353,42,26,103,5
172,302,17,415,422,88,193,74,44,344,4
345,391,6,361,280,174,490,62,31,30,0
390,475,22,273,414,415,13,78,32,33,1
95,411,8,279,29,93,207,81,93,388,2
211,486,26,185,258,438,334,56,4,208,2
240,432,0,265,310,16,185,70,26,143,2
379,328,48,97,398,28,369,9,47,405,5
343,151,4,477,234,5,357,41,42,140,3
295,462,9,490,418,302,289,0,65,328,2
107,483,70,136,191,35,365,18,57,71,3
299,305,70,20,242,489,428,94,49,107,5
496,482,40,157,44,55,289,80,79,213,2
19,311,67,375,238,158,370,42,81,337,3
157,377,14,114,35,285,375,56,5,489,4
104,55,57,439,206,381,406,36,14,423,0
307,309,77,69,138,210,92,2,44,461,0
208,358,28,474,242,144,199,83,5,347,5
213,478,6,55,121,258,257,77,98,349,1
257,178,46,239,475,297,65,22,16,213,2
120,218,96,301,389,379,440,58,82,55,3
473,466,66,398,469,461,413,37,88,210,5
477,145,68,11,67,343,445,20,15,356,2
70,91,60,66,282,274,71,28,42,350,2
338,461,2,58,260,217,160,2,97,276,0
13,29,70,53,410,387,344,56,61,185,1
383,435,51,478,179,18,384,3,99,55,4
158,246,37,200,68,466,32,83,83,233,1
202,316,20,406,280,248,173,75,47,331,5
103,351,42,452,47,174,498,48,44,181,1
437,240,67,215,267,59,216,96,54,114,0
227,353,79,301,443,72,412,2,74,423,3
487,84,94,255,320,85,350,56,2,248,5
437,432,70,20,473,215,19,15,0,84,5
293,327,64,481,98,488,336,53,85,325,0
490,376,41,90,461,36,39,90,94,67,1
109,349,78,469,224,403,129,14,43,68,2
168,454,80,352,153,347,370,84,8,8,5
159,183,27,81,495,93,348,99,99,247,5
34,152,87,392,368,335,7,76,45,19,3
350,412,72,289,341,62,402,99,19,401,3
230,388,52,90,311,111,306,67,54,342,5
315,305,88,437,418,337,488,91,34,145,3
372,265,17,190,219,269,139,42,51,422,0
479,453,64,153,397,72,0,14,6,216,5
284,50,18,87,96,496,300,61,65,486,0
433,15,31,318,313,68,289,10,1,215,4
24,370,78,44,118,228,275,82,30,419,0
120,172,86,205,253,297,294,23,54,43,0
225,65,50,476,267,459,125,9,45,345,3
159,172,42,238,400,2,2,23,34,317,1
279,6,63,17,165,232,253,9,26,239,4
462,109,63,410,51,355,450,74,97,28,0
492,177,78,104,125,201,4,51,41,456,4
357,440,39,413,475,78,134,3,99,143,0
325,356,35,100,426,142,233,67,1,278,0
263,332,36,308,8,14,435,50,76,222,2
153,156,39,345,65,419,481,59,2,38,1
363,241,41,446,122,13,115,40,10,2,3
285,398,63,360,51,117,62,45,55,368,2
389,301,36,376,486,126,429,1,11,259,4
362,170,70,106,118,59,412,68,41,142,4
110,472,28,430,376,406,312,79,4,306,4
474,256,99,376,43,100,286,14,1,3,3
254,260,3,369,494,445,295,10,92,212,1
9,186,44,22,199,322,113,53,76,480,1
244,21,8,6,393,54,195,97,97,299,5
300,489,19,74,405,163,160,98,85,478,4
134,296,68,180,270,253,373,51,75,237,1
2,254,57,419,486,446,227,48,35,393,5
345,464,40,492,478,445,221,24,82,186,3
316,118,90,473,285,485,444,83,23,99,5
202,484,61,155,66,304,398,38,11,145,4
455,7,19,466,140,394,370,96,53,200,4
472,492,31,209,429,361,457,6,76,137,4
183,32,47,151,75,141,477,91,21,294,3
69,412,41,78,31,172,463,42,31,222,3
21,360,3,156,208,316,120,2,53,244,2
450,143,70,63,200,280,265,53,43,407,5
41,60,5,82,5,74,303,79,89,373,1
476,380,73,102,408,413,391,86,18,484,0
27,431,19,166,221,444,478,22,5,364,4
114,478,50,299,249,176,487,49,27,89,2
471,215,56,421,489,96,139,4,3,1,2
199,378,25,166,256,214,138,33,51,173,0
38,313,62,84,282,407,183,94,99,39,3
205,29,82,142,488,416,98,41,98,481,4
466,117,88,190,271,417,149,37,40,310,2
396,40,88,422,180,450,344,8,62,128,2
474,149,82,356,304,69,32,60,73,208,3
358,351,83,368,271,258,174,2,75,317,4
199,210,67,355,152,482,186,86,47,258,5
428,207,28,178,232,16,167,66,61,473,0
498,243,66,276,411,218,249,22,49,7,5
267,273,19,84,312,357,290,43,54,388,2
9,388,56,287,369,95,425,23,76,271,2
398,218,15,346,328,396,467,87,34,334,1
428,127,77,155,409,149,4,98,16,187,4
103,152,62,425,269,261,468,7,69,306,5
346,23,88,234,127,263,328,75,63,74,0
98,440,67,472,474,181,17,87,63,376,5
75,65,48,365,218,488,53,49,27,352,5
208,167,6,434,461,160,488,39,79,358,2
70,323,88,292,286,338,242,82,47,438,4
335,28,66,377,140,33,4,37,41,437,4
138,23,25,231,68,245,234,72,72,473,5
40,141,20,418,247,446,433,22,87,150,0
140,403,64,273,296,350,373,62,25,245,1
391,117,44,13,345,299,252,94,66,194,5
124,87,75,241,259,277,232,20,79,486,5
325,20,5,457,470,426,465,78,91,78,1
322,133,44,111,79,70,389,48,29,349,0
29,148,76,274,395,333,69,44,14,355,2
403,329,44,97,295,445,103,46,50,295,5
399,187,93,210,299,111,394,60,52,250,1
339,8,15,180,371,203,155,75,45,29,0
413,400,55,142,451,425,171,93,96,460,2
47,492,41,434,192,165,393,78,42,155,3
131,344,85,457,194,147,489,47,60,33,3
293,311,4,215,470,282,494,69,58,317,4
341,289,99,186,229,474,210,40,9,78,0
478,373,76,354,8,267,203,62,66,231,0
248,188,63,457,401,392,399,42,25,130,0
382,353,95,325,2,475,78,22,13,436,1
292,239,43,178,336,133,364,12,43,370,1
310,300,57,479,263,180,181,73,22,411,0
217,66,31,220,321,23,466,31,95,342,2
128,49,19,244,232,171,21,70,53,212,1
448,210,8,364,109,309,167,62,66,183,1
329,442,34,401,444,406,271,8,18,235,5
463,443,42,334,26,45,129,27,90,288,2
32,477,0,14,351,45,336,51,92,301,0
189,145,35,459,88,214,197,71,11,460,2
208,294,69,93,301,147,157,19,0,109,0
339,224,52,222,437,289,322,4,5,282,5
245,496,4,73,462,193,282,58,65,418,3
306,142,91,371,314,217,37,34,49,439,0
229,239,65,96,144,348,366,98,15,103,4
242,102,70,284,411,411,294,21,41,345,2
105,76,10,446,231,341,51,43,33,211,4
108,71,31,72,76,183,476,48,67,150,3
356,260,89,449,105,85,233,53,66,119,4
179,33,93,131,57,122,396,28,13,196,2
366,172,74,88,121,331,179,80,70,178,5
401,429,67,117,173,258,205,50,38,278,0
47,381,1,384,431,433,402,88,60,133,5
285,348,23,288,174,379,280,49,58,262,1
393,82,14,243,184,363,430,18,65,81,3
293,417,49,482,178,401,477,52,19,37,1
363,53,11,354,241,297,405,84,25,28,5
467,7,2,371,335,420,113,66,89,60,1
135,1,27,115,453,58,66,45,42,460,5
114,446,6,128,224,163,226,93,17,116,3
192,31,38,385,441,411,169,68,25,21,1
479,165,56,293,48,138,90,69,90,132,3
359,478,38,37,284,317,470,28,93,144,3
418,474,22,116,156,86,343,27,34,416,2
284,40,87,311,181,192,363,13,39,339,2
441,279,6,494,381,396,93,84,72,133,0
452,120,31,369,310,400,123,10,48,475,5
420,366,82,423,130,51,304,25,70,441,2
210,141,99,144,287,330,357,27,28,421,0
352,148,29,455,276,481,452,40,59,378,1
259,216,99,414,456,83,43,0,4,457,4
423,101,85,36,417,427,387,72,82,414,0
135,113,25,434,152,220,366,76,94,138,4
356,463,10,394,462,449,385,22,4,24,5
290,67,9,407,385,464,78,50,18,380,4
162,231,18,90,289,6,226,49,9,312,0
370,75,96,44,378,276,385,39,74,95,0
93,392,90,386,398,320,89,26,75,349,5
210,143,45,339,453,214,193,30,93,323,1
382,403,39,158,417,392,167,21,20,89,4
370,283,26,170,209,187,308,2,97,223,1
56,460,35,461,389,449,210,31,79,69,5
363,225,98,10,389,410,47,51,46,224,1
44,284,93,345,127,247,287,95,12,328,4
240,217,19,179,317,400,371,77,74,114,0
190,44,34,158,147,359,96,26,35,22,0
457,169,3,131,297,149,98,39,7,2,0
63,116,14,42,181,141,230,61,3,44,3
302,26,86,342,109,9,192,11,97,167,2
357,242,76,227,228,286,479,37,55,474,4
119,151,82,402,180,474,3,45,1,118,1
355,430,10,256,442,426,462,43,7,410,1
354,55,17,107,209,107,329,88,93,495,1
58,29,96,361,78,371,46,7,82,319,1
348,184,34,160,96,320,363,47,37,95,2
375,227,92,419,52,157,356,18,6,422,4
442,165,11,124,144,118,409,65,85,206,1
97,335,28,246,295,491,321,34,28,75,0
411,292,84,478,347,153,179,36,78,263,2
15,118,22,462,212,355,110,9,98,433,2
222,256,42,89,138,293,383,6,12,92,4
497,476,60,101,169,338,285,63,72,168,1
175,442,99,260,368,9,176,49,72,84,1
43,80,56,156,337,212,181,69,93,421,4
184,350,40,495,177,267,287,86,13,154,1
82,463,0,184,328,203,211,11,49,347,2
5,114,2,363,345,327,250,30,16,274,2
35,229,30,89,251,124,236,81,78,199,5
346,150,78,47,375,66,15,25,56,50,0
273,488,15,42,76,86,76,98,45,171,4
380,197,8,100,19,323,230,24,64,294,4
28,260,46,93,184,290,73,74,73,368,3
87,184,56,491,444,157,299,63,88,273,2
300,180,82,361,360,79,270,67,46,126,0
327,81,7,101,140,145,303,93,86,47,5
316,161,39,207,58,332,221,22,41,300,2
247,346,4,155,281,79,199,83,52,328,1
374,154,21,358,84,215,444,73,0,357,5
316,215,97,274,67,182,160,2,65,381,2
491,336,24,221,410,485,348,77,11,43,2
395,432,94,162,167,324,248,84,20,413,2
141,40,86,192,327,195,254,7,47,15,5
231,15,51,392,310,188,246,34,85,306,4
232,114,72,230,159,157,38,28,78,20,0
275,36,39,280,131,482,8,76,75,7,4
169,23,56,367,397,6,211,25,78,398,2
355,261,29,58,359,233,401,75,29,147,1
153,483,90,212,174,222,179,64,61,387,1
10,11,22,103,147,40,33,54,39,155,5
148,65,77,241,43,111,402,13,85,133,3
140,364,27,45,319,158,98,42,46,449,5
388,160,68,190,159,117,469,11,81,314,0
475,85,48,55,473,22,297,59,63,187,2
298,6,35,227,434,50,13,10,80,387,5
434,80,78,208,150,145,474,16,33,237,4
99,469,62,172,295,393,327,75,86,131,1
140,15,26,102,150,471,450,25,64,218,4
223,74,58,339,50,353,155,36,30,197,0
58,244,60,102,285,306,203,56,19,493,5
194,309,45,442,303,491,403,27,23,484,3
318,334,56,168,269,491,105,45,41,172,1
26,417,64,409,192,483,297,18,46,51,2
64,246,83,499,485,98,61,98,87,19,1
347,371,86,382,185,105,289,65,26,312,1
208,280,64,203,188,332,6,52,35,130,2
288,462,67,468,291,96,353,10,27,120,5
145,25,75,238,382,190,471,42,62,400,5
172,372,20,453,272,400,263,92,81,198,5
172,290,27,160,80,314,108,59,62,395,5
302,460,39,482,225,225,449,61,1,137,3
220,136,30,383,50,97,338,13,76,151,1
76,435,4,267,238,177,315,87,25,406,2
462,154,68,95,256,130,3,45,88,109,3
143,381,29,291,393,338,33,2,7,213,2
158,387,98,23,89,79,223,60,39,353,2
33,321,57,85,277,387,356,98,65,249,1
182,329,37,449,330,338,398,94,3,179,4
177,438,32,315,347,267,100,24,83,291,0
283,299,33,278,410,2,312,88,19,250,1
476,337,51,199,318,492,161,50,10,271,5
430,274,36,0,342,312,108,35,10,62,2
422,120,5,395,416,102,399,43,89,402,1
138,189,1,168,425,272,78,23,12,248,2
77,17,3,432,179,214,51,49,58,90,2
21,337,9,462,324,208,333,99,71,314,0
326,44,38,399,114,70,2,93,63,429,0
407,485,81,400,332,48,209,34,66,297,1
35,119,77,305,21,383,354,56,23,378,4
24,325,55,114,407,218,287,42,89,278,3
183,381,58,272,81,406,191,7,78,410,3
49,324,85,294,405,329,468,0,59,124,0
196,8,49,185,84,406,195,7,12,214,5
468,392,10,139,236,415,348,69,71,168,5
270,258,42,369,111,186,138,91,32,350,1
411,323,15,260,237,60,111,37,96,378,5
247,261,64,75,161,22,33,57,72,354,3
212,388,39,203,14,168,254,31,28,49,1
193,217,64,85,353,285,408,28,84,477,3
128,420,16,148,18,318,298,73,38,213,5
117,27,1,47,254,181,78,70,64,405,3
396,244,78,149,309,199,20,7,89,177,3
298,154,17,356,241,77,177,58,73,478,5
52,223,28,117,178,271,465,27,83,292,3
361,451,89,178,471,15,231,20,90,380,3
468,244,80,397,417,381,127,83,5,185,2
199,449,57,44,287,297,104,59,78,244,3
275,268,32,352,7,9,179,66,33,184,3
426,458,45,111,348,184,459,38,62,160,5
244,48,75,288,103,444,169,66,2,427,0
177,456,36,220,402,282,144,20,66,98,5
172,448,38,188,218,83,149,88,44,275,3
491,265,95,471,284,203,46,33,87,431,2
326,85,18,101,251,341,68,12,98,431,0
139,65,7,87,172,274,161,84,21,131,1
169,422,14,337,47,409,421,90,40,23,2
127,77,36,127,37,36,282,28,25,469,4
268,382,64,232,434,185,15,66,54,7,1
445,21,30,123,190,159,426,53,21,74,1
267,315,30,44,212,488,70,3,95,14,0
164,177,88,278,150,451,72,18,21,210,5
401,382,79,498,34,303,257,59,70,16,4
384,381,43,72,78,457,240,42,87,188,2
272,420,80,467,209,271,327,50,67,47,3
61,313,2,389,83,461,234,15,67,254,0
180,56,85,219,102,483,213,84,8,408,3
455,408,53,371,344,262,252,70,77,335,1
488,116,42,101,189,337,93,53,35,124,4
372,138,51,451,329,53,382,13,99,310,0
122,445,56,220,105,333,306,88,74,54,5
392,10,1,244,228,212,4,59,6,411,1
326,432,41,196,438,110,492,21,7,446,0
217,448,73,319,266,286,129,12,67,220,0
3,287,54,71,64,403,60,31,79,113,2
267,114,15,62,389,86,335,76,5,358,1
275,252,17,148,323,356,446,70,18,23,1
105,494,33,88,324,340,23,2,43,176,1
314,481,1,135,457,413,57,71,10,427,0
65,478,14,217,145,305,58,79,33,2,2
212,83,88,62,62,52,224,57,34,17,0
276,232,93,276,75,378,35,85,6,417,5
460,336,84,461,442,485,403,43,91,237,5
148,339,27,42,348,131,451,10,2,98,4
62,313,97,199,142,84,110,71,21,288,2
329,189,19,112,267,262,75,26,59,244,2
113,129,86,125,105,493,312,88,39,101,3
241,58,5,398,292,434,81,94,79,189,1
498,289,0,196,212,480,314,19,81,475,2
199,190,46,54,3,37,63,37,16,110,2
464,364,1,407,491,310,91,69,62,450,5
367,266,98,4,438,411,450,73,81,23,4
186,10,92,162,228,254,261,2,38,424,0
151,468,43,397,126,389,199,84,95,230,5
59,34,56,289,276,382,321,66,16,256,3
75,268,41,498,265,201,153,86,39,368,5
106,324,99,468,109,268,441,59,75,126,1
496,449,92,157,26,152,116,45,46,55,3
71,364,66,282,47,476,105,46,34,434,3
215,490,72,278,336,6,400,23,75,190,1
182,283,73,297,216,213,405,15,51,313,3
346,276,46,59,410,129,19,53,24,186,3
237,111,63,321,148,358,445,65,11,135,0
96,481,14,328,162,322,315,23,21,70,0
67,291,23,26,402,261,298,89,42,462,4
416,363,86,89,98,112,60,81,92,183,0
231,107,70,317,46,352,15,89,45,363,2
303,397,12,75,180,141,357,56,93,54,4
444,374,93,319,205,147,219,32,39,64,1
214,57,38,230,142,229,50,34,57,109,2
336,159,99,132,284,462,301,69,48,495,5
246,230,67,388,355,164,355,10,3,158,4
221,368,90,459,176,174,27,63,70,13,1
388,365,62,494,185,180,97,52,96,306,0
364,474,47,338,375,392,384,33,58,141,2
197,361,7,391,135,443,120,56,20,71,2
324,24,88,416,430,123,190,20,62,18,5
420,335,10,50,159,119,230,60,90,282,4
454,434,36,179,107,108,58,26,9,228,0
127,198,51,429,345,316,420,47,12,168,5
402,291,45,118,2,306,403,33,85,407,0
281,371,15,60,408,30,150,11,89,427,4
107,321,81,325,291,365,164,0,86,305,2
378,158,54,297,381,373,183,97,71,251,2
358,278,46,109,62,420,294,60,86,11,1
113,134,93,287,9,314,333,9,50,57,0
432,274,49,238,154,254,230,30,1,170,3
124,450,86,234,103,386,151,56,86,203,0
497,481,69,39,29,331,408,40,71,475,0
107,295,32,486,23,111,344,59,28,126,0
281,120,7,470,268,75,207,69,49,277,0
222,36,90,385,114,93,264,61,92,286,5
292,93,20,449,404,331,249,67,61,278,3
465,20,81,106,255,136,25,60,61,378,3
101,197,8,365,272,242,447,83,94,95,4
162,137,55,74,198,289,174,51,55,397,3
81,370,0,256,279,347,157,6,11,340,0
22,182,25,124,361,89,421,65,61,441,4
92,142,46,253,81,478,166,86,31,417,3
53,429,27,26,115,240,158,27,66,103,2
387,111,88,360,36,413,355,99,88,24,5
408,497,88,353,128,61,435,88,54,186,1
361,259,65,471,370,211,209,58,25,41,3
298,381,71,488,42,329,498,47,43,316,4
313,361,43,437,401,276,499,7,12,193,5
183,318,13,293,123,316,290,28,60,324,4
105,296,12,475,334,284,482,55,29,32,3
132,412,19,79,417,29,326,3,92,328,4
